ResNet50;0;KMEANS;0;0;8;100;Breadth;SemDuplicatas;SIFT;0;0.884;0.898;0.884;0.883;./database/3000//ResNet50_k0_clusterKMEANS_xy0_minseq0_stBreadth_dupliSemDuplicatas_SIFT_contrast0_batch8_fineTuning100.txt
ResNet50;0;KMEANS;0;0;16;100;Breadth;SemDuplicatas;SIFT;0;0.897;0.91;0.897;0.895;./database/3000//ResNet50_k0_clusterKMEANS_xy0_minseq0_stBreadth_dupliSemDuplicatas_SIFT_contrast0_batch16_fineTuning100.txt
ResNet50;0;KMEANS;0;0;32;100;Breadth;SemDuplicatas;SIFT;0;0.907;0.917;0.907;0.906;./database/3000//ResNet50_k0_clusterKMEANS_xy0_minseq0_stBreadth_dupliSemDuplicatas_SIFT_contrast0_batch32_fineTuning100.txt
